"WQM_WQ_ASSESMENT_ID","WQ_SITE_ID","WQ_SITE_COMMON_NAME","WQ_ASSESMENT_DATE","WQ_ASSESMENT_TIME","WQ_ASSESMENT_EMPLOYEE_ID","WQ_ASSESMENT_EMPLOYEE_NAME","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOT_DISSOLVED_SOLID","ORP","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SECCHI_DEPTH","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","PASSED_INVERTIBRATE_TOX","PASSED_FATHEAD_TOX","NITRATE_NITRITE","E_COLI","ROWID"
"641","","ten a","2006-06-13 00:00:00","1899-12-30 12:13:00","","Cathy Matthews","7.90","5.97","29.89",".482",".30","403","17","14",".46","120","72",".000",".000","",".25",".000","15.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{E5BADFC4-B4A7-47E2-B746-6314FD91EE09}"
"642","","fiv b","2006-06-07 00:00:00","1899-12-30 14:16:00","","Cathy Matthews","8.11","6.40","33.31",".448",".30","405","8","14",".04","150","2",".000","","",".03",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","Phosphorus, ammonia, COD, and copper are BRL.","","","","YES","YES",".000","","{361D9789-F211-4713-A86C-9842CC8E456B}"
"643","","cro a","2006-06-07 00:00:00","1899-12-30 12:12:00","","Cathy Matthews","8.01","4.93","24.29",".536",".30","408","0","6",".03","200","1800",".000",".000","",".00",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{D7BAB68A-5318-49E0-B87E-4E7ABF2C2C44}"
"644","","woo a","2006-06-07 00:00:00","1899-12-30 11:35:00","","Cathy Matthews","7.49","10.86","27.06",".655",".40","412","0","0",".16","200","94",".000",".730","",".00",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{4C1E8447-DDDA-4FE2-BBE7-F43FBA27B175}"
"645","","kni a","2006-06-22 00:00:00","1899-12-30 14:40:00","","Cathy Matthews","8.86","9.77","28.88",".775",".50","350","9","12",".07","200","223",".030","","",".19",".000","15.00","",".010","","","","NO ","NO ","NO ","NO ","Ammonia was BRL.","","","","YES","YES",".950","","{8B3ABD2A-9D9E-4CE2-B744-CB9812B2410A}"
"646","","cec b","2006-06-22 00:00:00","1899-12-30 13:12:00","","Cathy Matthews","8.14","9.56","30.20",".422",".30","352","7","9",".08","200","175",".020",".460","",".04",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","Nitrate value is nitrate-nitrite combined.","","","","YES","YES","","","{EEE50454-3D4E-4E5D-A8E9-53EF6A9A4530}"
"647","","cec a","2006-06-22 00:00:00","1899-12-30 10:51:00","","Cathy Matthews","7.71","5.33","26.43",".470",".30","347","7","7",".30","200","455",".030","1.060","",".10",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","Nitrate value is nitrate-nitrite combined.","","","","YES","YES","","","{A35C9D90-D38F-4D3D-B121-701A84162678}"
"649","","flo a","2006-06-08 00:00:00","1899-12-30 11:30:00","","Cathy Matthews","8.44","10.17","26.77",".978",".60","391","12","12",".05","150","281","2.240","",".080",".08",".000","24.00","",".000","","","","","","","","nitrate value is 11.6 mg/l.","","","","YES","YES","","","{B1B449B5-86B1-4A72-B127-F9186DE37211}"
"650","","wjo a","2006-08-02 00:00:00","1899-12-30 12:14:00","","Cathy Matthews","8.08","6.13","30.59",".604",".40","372","17","14",".09","150","21",".150","","",".28","","","","","","","","NO ","NO ","NO ","NO ","Large algal mats; COD = 107 mg/L; Cu, Nitrate+Nitrite, Ammonia = BRL","","","","YES","YES","","2500","{1F14BA8C-DDF0-4A67-93CE-30013E443961}"
"651","","bab b","2006-08-02 00:00:00","1899-12-30 11:00:00","","Cathy Matthews","7.72","6.83","28.28",".640",".40","374","1","0",".61","200","65",".000","","",".03",".000","","",".000","","","","NO ","NO ","NO ","NO ","COD=206, nitrate/nitrite, ammonia, and CU BRL","","","","YES","YES",".000","1400","{88235123-AF2C-46D4-B8E7-F5AFB408AB9B}"
"652","","joe c","2006-08-02 00:00:00","1899-12-30 10:24:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Creek is not flowing; intermittent w/ some pools.","","","","","","","","{93F7521B-EEE0-4CD2-B193-A1339AF3285A}"
"653","","whi a","2006-07-31 00:00:00","1899-12-30 16:30:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry, no sample.","","","","","","","","{30D44478-D39F-4C4C-A0A9-A6FA222CCA63}"
"654","","joe a","2006-08-01 00:00:00","1899-12-30 12:31:00","","Cathy Matthews","7.47","1.84","27.14",".766",".50","375","7","6",".00","200","36",".120","","",".35",".149","29.00","","","","","","NO ","NO ","NO ","NO ","Cu, Nitrate-Nitrite = BRL","","","","YES","YES","","4200","{7587C3C0-8EC4-413F-95D9-8E5CA8CEF3A5}"
"655","","dan a","2006-08-01 00:00:00","1899-12-30 11:56:00","","Cathy Matthews","7.51","3.10","29.81",".481",".30","379","14","15",".49","150","27",".170","","",".37",".231","44.00","","","","","","NO ","NO ","NO ","NO ","Slough-like; Cu = BRL","","","","YES","YES",".210","1300","{33398455-6CE1-4711-838F-47FA31CCD7D6}"
"656","","cac a","2006-08-01 00:00:00","1899-12-30 11:44:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry","","","","","","","","{DFF2375C-6521-443D-923F-245793651631}"
"657","","rib a","2006-08-01 00:00:00","1899-12-30 10:28:00","","Cathy Matthews","7.49","2.39","26.85","1.243",".80","396","4","3",".47","200","42",".130","","",".31","","63.00","","","","","","NO ","NO ","NO ","NO ","Burning rubber odor in air.  Very little flow; minnows present; Cu, Ammonia, Nitrate-Nitrite = BRL","","","","YES","YES","","850","{F872452C-6E41-4840-9BFE-91E2B2F839CD}"
"658","","hut a","2006-07-25 00:00:00","1899-12-30 12:24:00","","Cathy Matthews","8.35","10.62","32.19",".577",".40","362","4","0","1.53","150","141","","","",".11","","31.00","","","","","","NO ","NO ","NO ","NO ","Water level low; Cu, Ammonia, Nitrate-Nitrite, Phosphorus = BRL","","","","YES","YES","","1400","{2DDF3CD4-D9A8-4B36-BD30-8238A4368E5B}"
"659","","fur a","2006-07-25 00:00:00","1899-12-30 11:36:00","","Cathy Matthews","7.68","3.15","25.83","1.389",".90","379","4","6","1.19","200","1",".000","","",".06",".000","24.00","",".000","","","","NO ","NO ","NO ","NO ","Very low flow; Cu, Ammonia, Nitrate-Nitrite, Phosphorus = BRL","","","","YES","YES",".000","250","{A11C4D5C-3CA4-4D7C-80AD-8E398B2A55DB}"
"660","","raw a","2006-07-25 00:00:00","1899-12-30 11:13:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Creek is dry.","","","","","","","","{4BF8CC0B-0199-4AC9-B6C1-27A9B87E9FF8}"
"661","","wil a","2006-08-10 00:00:00","1899-12-30 12:48:00","","Cathy Matthews","7.75","2.36","31.44",".330",".20","356","28","28",".15","","304",".060","","",".35",".174","21.00","","","","","","NO ","NO ","NO ","NO ","Cu, Nitrate-Nitrite = BRL","","","","YES","YES","","400","{ACE8C482-2961-44AC-9CEC-0C3166990571}"
"662","","mcc a","2006-08-10 00:00:00","1899-12-30 12:30:00","","Cathy Matthews","7.70","3.19","29.94",".369",".20","356","48","53",".07","","342",".060","","",".87",".166","21.00","","","","","","NO ","NO ","NO ","NO ","Cu, Nitrate-Nitrite = BRL","","","","YES","YES","","1300","{5250CAE1-601D-4A9E-A347-B95F5386565C}"
"663","","ash a","2006-08-10 00:00:00","1899-12-30 12:00:00","","Cathy Matthews","8.21","6.26","30.57",".413",".30","353","28","16",".05","120","47","","","",".16",".168","34.00","","","","","","NO ","NO ","NO ","NO ","Cu, Nitrate-Nitrite, Total Phosphorus = BRL","","","","YES","YES","","420","{1D87D7B9-C87A-43B9-B28F-F5D26EACF97C}"
"664","","flo a","2006-08-09 00:00:00","1899-12-30 13:01:00","","Cathy Matthews","8.57","9.28","30.65","1.045",".70","358","11","11",".02","","2800","1.850","","",".08",".240","26.00","","","","","","NO ","NO ","NO ","NO ","limestone bottom,fish,frogs present; Cu = BRL","","","","YES","YES","6.100","2000","{64073802-E661-4E4A-A104-C4A11B11F115}"
"665","","cot a","2006-08-09 00:00:00","1899-12-30 12:30:00","","Cathy Matthews","7.84","7.56","28.55",".565",".40","361","14","12","1.47","200","85","","","",".10",".190","39.00","","","","","","NO ","NO ","NO ","NO ","Discharge at sample location.upstream cl2 =0.94. many smallfrogs, fish present; Cu, Nitrate-Nitrite, Phosphorus = BRL","","","","YES","YES","","350","{11942C3B-3029-479F-AAE0-528566EDCAD7}"
"666","","cot c","2006-08-09 00:00:00","1899-12-30 11:24:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","No flow, dry.","","","","","","","","{35AF0B00-251A-4815-B37D-4E0F0A565BAF}"
"667","","mck a","2006-08-09 00:00:00","1899-12-30 10:27:00","","Cathy Matthews","7.66","3.99","27.47",".641",".40","374","8","8",".00","150","44","","","",".05",".253","11.00","","","","","","NO ","NO ","NO ","NO ","Slight film in slack water areas. fish,frogs; Cu, Phosphorus = BRL","","","","YES","YES",".330","800","{8EA22E42-79D2-40A8-B911-987E3A9F664E}"
"668","","far aa","2006-07-25 00:00:00","1899-12-30 10:49:00","","Cathy Matthews","7.53","2.81","28.32",".502",".30","385","18","12",".25","150","25","","","",".70","","40.00","","","","","","NO ","NO ","NO ","NO ","More algae than normal; Cu, Ammonia, Nitrate-Nitrite, Phosphorus = BRL","","","","YES","YES","","1200","{87A70B9F-1EB3-4F05-A759-2833810F80AF}"
"669","","dix a","2006-08-24 00:00:00","1899-12-30 13:40:00","","Cathy Matthews","7.55","2.99","28.33",".438",".30","359","13","18",".38","120","140",".260","","",".86",".207","19.00","",".000","","","","NO ","NO ","NO ","NO ","nitrate-nitrate and copper was BRL","","","","YES","YES",".000","2700","{C3628D47-82B4-4BC8-A3C1-292991DBD533}"
"670","","dix b","2006-08-24 00:00:00","1899-12-30 11:27:00","","Cathy Matthews","7.78","5.24","28.63",".430",".30","356","8","9",".46","200","148",".130","","",".12",".216","14.00","","","","","","NO ","NO ","NO ","NO ","Cu, Nitrate-Nitrite = BRL","","","","YES","YES","","190","{0A0720F0-FE10-4973-B8B8-D080D0D74358}"
"671","","lon a","2006-08-24 00:00:00","1899-12-30 10:43:00","","Cathy Matthews","9.49","6.41","31.16",".607",".40","348","9","12",".08","120","210",".160","","",".13",".293","14.00","","","","","","NO ","NO ","NO ","NO ","Cu, Nitrate-Nitrite = BRL","","","","YES","YES","","990","{C2284645-E759-4CD4-BF88-9C42D371D02D}"
"672","","lac a","2006-08-23 00:00:00","1899-12-30 13:06:00","","Cathy Matthews","7.91","5.19","33.91",".286",".20","348","29","28",".30","120","26",".130","","","1.91",".214","39.00","","","","","","NO ","NO ","NO ","NO ","Lake site; Cu, Nitrate-Nitrite = BRL","","","","","","","4","{63CE2C4A-D986-4DFE-A8D4-76004A7CE017}"
"673","","coo a","2006-08-23 00:00:00","1899-12-30 11:55:00","","Cathy Matthews","7.98","6.75","28.87",".579",".40","340","0","0",".15","150","109",".090","","",".06","","34.00","","","","","","NO ","NO ","NO ","NO ","Cu, Ammonia = BRL","","","","YES","YES",".360","150","{F65204E7-4F6C-4E62-A30E-AA1AF0ED4B2B}"
"674","","ceb a","2006-08-23 00:00:00","1899-12-30 10:54:00","","Cathy Matthews","7.81","3.67","27.89",".718",".50","322","3","9",".09","225","117",".420","","",".10",".171","16.00","","","","","","NO ","NO ","NO ","NO ","Construction at lucas rd bridge, samples upstream three hundred ft.  Cu = BRL","","","","YES","YES",".680","280","{1A971772-9CE5-4AD5-B607-80A3B236B4BF}"
"675","","tro a","2006-08-23 00:00:00","1899-12-30 10:10:00","","Cathy Matthews","7.55","4.12","28.53",".695",".40","312","0","0",".08","200","180",".420","","",".41",".132","21.00","","","","","","NO ","NO ","NO ","NO ","Cu = BRL","","","","YES","YES",".220","550","{AF3FFFED-8427-4D2D-B5EF-E1354B35E9B5}"
"676","","fil a","2006-08-23 00:00:00","1899-12-30 09:31:00","","Cathy Matthews","7.88","5.82","28.64",".819",".50","303","13","16",".17","200","26",".130","","",".21","","16.00","","","","","","NO ","NO ","NO ","NO ","Cu, Ammonia, Nitrate-Nitrite = BRL","","","","YES","YES","","52","{CF4C94D7-4B19-42F5-830D-F5D330ED536F}"
"677","","lit a","2006-08-31 00:00:00","1899-12-30 09:25:00","","Cathy Matthews","7.83","7.07","25.32",".416",".30","356","0","0",".11","180","280",".220","","",".04",".157","","","","","","","NO ","NO ","NO ","NO ","COD, Cu = BRL","","","","YES","YES",".420","960","{6DD6FD28-2D8F-4542-A0D4-9D47C5C455EE}"
"678","","cec a","2006-08-31 00:00:00","1899-12-30 10:00:00","","Cathy Matthews","7.78","7.25","25.86",".445",".30","357","6","11",".20","180","266",".320","","",".10",".197","11.00","","","","","","NO ","NO ","NO ","NO ","Cu = BRL","","","","YES","YES",".730","2100","{E7576DD6-4CC9-4EA3-8829-0C513E2A644F}"
"679","","cec b","2006-08-31 00:00:00","1899-12-30 11:15:00","","Cathy Matthews","8.36","10.12","27.55",".420",".30","358","0","0",".13","150","258",".420","","",".06",".197","16.00","","","","","","NO ","NO ","NO ","NO ","Cu = BRL","","","","YES","YES",".340","1000","{1CED4A60-2163-485F-B1A7-949697FFBE94}"
"680","","tur a","2006-08-31 00:00:00","1899-12-30 13:25:00","","Cathy Matthews","7.78","3.67","27.40",".703",".50","364","8","0",".23","225","58",".390","","",".12",".323","14.00","","","","","","NO ","NO ","NO ","NO ","Cu = BRL","","","","YES","YES","1.040","250","{E2E43881-8DE4-4C74-8093-498C5D15A6F9}"
"681","","whc c","2006-08-31 00:00:00","1899-12-30 10:00:00","","Cesar Cavazos","7.60","5.81","25.90",".694",".40","56","12","29",".07","120","57","2.220","","",".19",".219","16.00","","","","","","NO ","NO ","NO ","NO ","Cu = BRL","","","","YES","YES","3.250","560","{90151324-5E67-4AF3-A193-1181228F3068}"
"682","","jen a","2006-08-31 00:00:00","1899-12-30 12:00:00","","Cathy Matthews","7.31","5.48","25.66",".464",".30","109","16","23",".09","120","1100",".390","","",".18",".216","74.00","","","","","","NO ","NO ","NO ","NO ","Cu = BRL","","","","YES","YES",".780","350","{22E3F6E0-42BE-4C6A-AB37-7815F0A0CE26}"
"683","","jac a","2006-08-31 00:00:00","1899-12-30 14:00:00","","Cathy Matthews","7.30","6.44","25.70",".511",".30","120","12","18",".18","180","42",".190","","",".12",".160","11.00","","","","","","NO ","NO ","NO ","NO ","Cu = BRL","","","","YES","YES",".780","840","{A14238BE-FBB1-46CC-86D7-DB1CF393B56E}"
"684","","pra a","2006-09-11 00:00:00","1899-12-30 10:20:00","","Cathy Matthews","9.43","2.27","25.07",".365",".20","404","13","5",".05","120","186",".260","","",".22",".000","21.00","",".000","","","","NO ","NO ","NO ","NO ","Cu, Ammonia, Nitrate-Nitrite = BRL","","","","YES","YES",".000","520","{BDF72F80-671B-4EB1-90CB-E3889D143B2E}"
"685","","hic b","2006-09-11 00:00:00","1899-12-30 09:40:00","","Cathy Matthews","7.10","1.82","25.03","1.291",".80","401","0","16",".05","225","49",".450","","",".87",".233","29.00","",".000","","","","NO ","NO ","NO ","NO ","Algae mats, dead armadillo, organic smell to water.  Cu, Nitrate-Nitrite = BRL","","","","YES","YES",".000","60","{EDDE049A-3C75-4E0C-A423-3299A5D56A27}"
"686","","art a","2006-09-08 00:00:00","1899-12-30 09:30:00","","Cathy Matthews","9.15","3.80","22.90",".922",".60","407","85","86",".00","85","",".610","","","3.08",".358","19.00","",".010","","","","NO ","NO ","NO ","NO ","Could not see bottom;  Fecal Coliform, Nitrate-Nitrite = BRL","","","","YES","YES","","390","{3EB2D15A-DB72-489F-8CDF-1F490236793A}"
"687","","ogu a","2006-09-08 00:00:00","1899-12-30 11:30:00","","Cathy Matthews","7.83","5.31","23.71",".990",".60","392","46","49",".01","300","260",".190","","","1.02",".452","26.00","","","","","","NO ","NO ","NO ","NO ","New development upstream (Clay Academy 3303 Potters Way) also herbicide sprayed on LB at bridge.  Cu = BRL","","","","YES","YES",".710","160","{45A725F6-CEB0-494A-B0F5-D1B64D788C4A}"
"689","","smc c","2006-09-12 00:00:00","1899-12-30 12:10:00","","Cathy Matthews","8.43","7.58","28.36",".536",".30","393","22","324",".27","150","",".090","","",".06",".118","26.00","",".000","","","","NO ","NO ","NO ","NO ","Fecal coliform=18000cfu/100 ml","","","","YES","YES",".000","2200","{B3EC7039-FE04-42B5-A121-759D903EAA7B}"
"690","","smc b","2006-09-12 00:00:00","1899-12-30 10:45:00","","Cathy Matthews","7.50","2.82","26.09",".530",".30","404","15","16",".96","150","7400",".190","","",".34",".178","39.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES",".540","2310","{8BE74841-4C01-417B-822A-AA1B4DF9A7E6}"
"691","","smc a","2006-09-12 00:00:00","1899-12-30 09:40:00","","Cathy Matthews","7.50","4.36","25.11",".360",".20","414","37","60","1.11","120","2900",".190","","","",".164","24.00","",".000","","","","NO ","NO ","NO ","NO ","Macrophytes, slight rain (<0.08") day before (9/11/06)","","","","YES","YES",".320","400","{42A49054-1C3F-428B-9626-408A868F53ED}"
"693","","cro a","2006-09-13 00:00:00","1899-12-30 10:20:00","","Cathy Matthews","7.95","5.24","21.26",".419",".30","406","0","1",".00","200","2200",".060","","",".08",".385","11.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES",".000","360","{D1A872F4-19D0-45A9-9D26-4EE9DD8FA755}"
"694","","woo a","2006-09-13 00:00:00","1899-12-30 09:45:00","","Cathy Matthews","7.26","6.69","21.86",".397",".30","405","14","13",".13","220","1800",".090","","",".06",".412","16.00","",".000","","","","NO ","NO ","NO ","NO ","E coli is <1","","","","YES","YES",".420","0","{A6ED184B-CB24-4EB9-B6A3-64579F16A02D}"
"695","","ric b","2006-09-13 00:00:00","1899-12-30 09:10:00","","Cathy Matthews","7.99","7.00","20.48",".530",".30","402","4","0",".53","250","3000",".060","","",".08",".512","24.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","",".000","250","{A85F768A-1632-4FBD-8782-6A7EC5C559F7}"
"696","","fiv d","2006-09-13 00:00:00","1899-12-30 10:45:00","","Cathy Matthews","7.39","2.92","24.34",".444",".30","403","11","0","","150","1500",".000","","",".31",".418",".00","",".000","","","","NO ","NO ","NO ","NO ","Cl2 = >2.20, E coli is <1","","","","YES","YES",".000","0","{99BB70D4-C152-4686-9DE7-FD2C1CE525CF}"
"698","","cec a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{DBBF2C8A-3621-4095-9608-BF7050996B5B}"
"699","","fiv a","2006-09-22 00:00:00","1899-12-30 09:25:00","","Greg Moss","7.65","6.76","24.07",".318",".20","318","18","16",".01","120","110",".000","","",".11",".103","16.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES",".000","810","{DA4ECDAE-B949-4E82-BE5D-912152458CE6}"
"700","","fiv b","2006-09-22 00:00:00","1899-12-30 10:20:00","","Greg Moss","7.65","6.11","23.36",".332",".20","338","16","12",".01","120","124",".000","","",".09",".102","16.00","",".000","","","","NO ","NO ","NO ","NO ","Phosphorus, nitrate/nitrite, copper are BRL.","","","","YES","YES",".000","620","{48C6B995-CBAF-4C1A-8B9A-7A86FCCCD1BE}"
"701","","hon a","2006-09-22 00:00:00","","","Greg Moss","","","","","","","","","","","","","","","","","","","","","","","","","","","Dry","","","","","","","","{EDD2A414-50AD-4993-867B-9C90865BB28C}"
"702","","ten a","2006-09-21 00:00:00","1899-12-30 12:15:00","","Cathy Matthews","7.95","7.10","22.55",".287",".20","388","64","78",".08","200","600",".090","","",".61",".000","14.00","",".000","","","","","","","","Nitrate/nitrite and copper are BRL.","","","","YES","YES",".000","420","{88E97EBF-8933-4B08-B772-6A7DFDE96CD4}"
"703","","ten b","2006-09-21 00:00:00","1899-12-30 10:20:00","","Cathy Matthews","7.97","6.45","21.41",".347",".20","392","26","24",".40","180","334",".060","","",".15",".121",".00","",".000","","","","","","","","COD, Nitrate/nitrite, copper are BRL","","","","YES","YES",".000","360","{9585F03F-E591-4A3E-9F60-7E741CECDC99}"
"704","","ten d","2006-09-21 00:00:00","1899-12-30 08:45:00","","Cathy Matthews","7.94","8.23","20.48",".435",".30","404","7","8",".14","200","196",".060","","",".06",".000","19.00","",".000","","","","","","","","Nitrate/nitrite, ammonia, copper are BRL","","","","YES","YES",".000","420","{2A36B8CF-17DD-4292-AD81-11DA168B5EA5}"
"705","","kni a","2006-09-21 00:00:00","1899-12-30 09:10:00","","Cesar Cavazos","7.68","6.06","21.54",".690",".50","503","8","12",".01","200","216",".190","","",".54",".268","14.00","",".070","","","","","","","","","","","","YES","YES","1.140","260","{98448FA1-E130-4247-8807-F4676977BB23}"
