"WET_WEATHER_SAMPLING_ID","EMPLOYEE_ID","EMPLOYEE_NAME","SITE_ID","SITE_COMMON_NAME","SAMPLE_DATE","SAMPLE_TIME","TEMPERATURE","CONDUCTIVITY","DO","PH","TOT_DISSOLVED_SOLID","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","CHEM_OXYGEN_DEMAND","NITRITE","NITRATE","FECAL_COLIFORM","PHOSPHOROUS","LEAD","IRON","COPPER","ALUMINUM","CHROMIUM_HEXAVALENT","MOLYBDENUM","SULPHATE","FLUORIDE","DETERGENT","NICKEL","FREE_CHLORINE","CADMIUM","TOTAL_CHROMIUM","MANGANESE","OIL_OR_GREASE","SILVER","ZINC","TPH","BOD","FLOATABLES","OIL_SHEEN","LEAVES","GRASS_CLIPPINGS","SEWAGE_PRESENT","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","OTHER_ODOR","COMMENTS","AMMONIA","E_COLI","NITRATE_NITRITE","ROWID"
"568","","Cesar Cavazos","","SDAL1","2006-09-11 00:00:00","Composite","","","","","","","","","","54.30","","","",".810","","24.600",".060","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1      (Nitrogen,) Ammonia @ 0.37mg/L","","","1.480","{57B66BF4-40FE-40F9-86F2-E5DAD276CAA1}"
"569","","Cesar Cavazos","","SDAL1","2006-09-17 00:00:00","Background","25.21",".590","4.65","7.89",".40","6.00","5",".00","250","17.80","","","",".060","",".130",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2      (Nitrogen,) Ammonia @ 0mg/L","","","1.440","{F6BC034A-EFDC-4D9E-94D2-EFA949B03942}"
"570","","Cesar Cavazos","","SDAL1","2006-09-17 00:00:00","First Flush","25.20",".565","6.01","7.90",".40","51.00","56",".00","250","64.70","","","",".260","","1.340",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2      (Nitrogen,) Ammonia @ 0.119mg/L","","","1.440","{4A88183D-8EB6-4DA6-B392-4D9568119589}"
"571","","Cesar Cavazos","","SDAL1","2006-09-17 00:00:00","Zero Time","25.27",".562","6.35","7.87",".40","57.00","64",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{39766B91-88E3-4A3D-8D9C-946C356C49C4}"
"572","","Cesar Cavazos","","SDAL1","2006-09-17 00:00:00","Fifeteen Time","25.29",".559","6.32","7.86",".40","58.00","64",".00","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{907578F9-8BB0-4E47-8C4C-122C1C648522}"
"573","","Cesar Cavazos","","SDAL1","2006-09-17 00:00:00","Thirty Time","25.31",".560","7.86","7.86",".40","59.00","66",".00","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{A961F49C-ECCC-4FD4-BF65-86211085B789}"
"574","","Cesar Cavazos","","SDAL1","2006-09-17 00:00:00","45 Time","25.33",".574","6.32","7.87",".40","61.00","67",".00","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{0BD1E17B-C412-4EDF-BEE1-77F7CB44FBEA}"
"575","","Cesar Cavazos","","SDAL1","2006-09-17 00:00:00","60 Time","25.35",".574","6.33","7.83",".40","62.00","74",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{15CF19BB-53B3-4030-9A95-655CB43B70F7}"
"576","","Cesar Cavazos","","SDAL1","2006-09-17 00:00:00","Composite","","","","","","","","","","79.50","","","",".480","","5.630",".020","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2      (Ntrogen,) Ammonia @ 0.152mg/L","","","1.380","{0D99DF5E-1677-43FE-8080-26CD0E48C7A8}"
"577","","Cesar Cavazos","","SEDA1","2006-09-11 00:00:00","Background","25.30",".751","6.80","7.60",".40","13.00","11",".04","250","16.80","","","",".050","",".210",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1      (Nitrogen,) Ammonia @ 0.131mg/L","","",".770","{60612C12-529C-4A60-BE41-B8DDD8116041}"
"578","","Cesar Cavazos","","SEDA1","2006-09-11 00:00:00","First Flush","26.01",".500","6.11","7.50",".30","81.00","64",".01","250","44.30","","","",".180","","2.220",".010","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1      (Notrogen,) Ammonia @ 0.226mg/L","","","1.400","{069AE86A-4CA8-4810-9FD8-50BDF935A90E}"
"579","","Cesar Cavazos","","SEDA1","2006-09-11 00:00:00","Zero Time","25.19",".590","6.14","7.50",".30","91.00","89",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{C7B97176-BCF6-4D82-9816-457BC681F1B4}"
"580","","Cesar Cavazos","","SEDA1","2006-09-11 00:00:00","Fifeteen Time","25.20",".611","6.02","7.54",".30","94.00","96",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{A80A8107-B963-4661-8D95-5C3DC791E0EA}"
"581","","Cesar Cavazos","","SEDA1","2006-09-11 00:00:00","Thirty Time","25.30",".614","6.08","7.56",".30","95.00","99",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{87ECF2A3-E3B1-4CC4-8CF7-089593929646}"
"582","","Cesar Cavazos","","SEDA1","2006-09-11 00:00:00","45 Time","25.30",".621","6.11","7.59",".30","96.00","110",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{E0886F08-CDB6-4402-B18C-3A0E7F431208}"
"583","","Cesar Cavazos","","SEDA1","2006-09-11 00:00:00","60 Time","25.40",".631","6.21","7.58",".30","94.00","101",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{F36A4F78-B937-4835-959E-B11D9DE602B4}"
"584","","Cesar Cavazos","","SEDA1","2006-09-11 00:00:00","Composite","","","","","","","","","","44.30","","","",".180","","4.450",".010","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1      (Nitrogen,) Ammonia @ 0.131mg/L","","","1.380","{D18523C2-6EB4-4EC5-8E21-371EF4D8C74B}"
"585","","Casey Nettles","","SEDA1","2006-09-17 00:00:00","Background","24.40",".746","6.33","7.40",".50","15.00","12",".10","300","12.90","","","",".080","",".220",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2      (Nitrogen,) Ammonia @ 0.12mg/L","","",".450","{3E07FF43-C60A-41CE-A8D9-9C99A017A54C}"
"586","","Casey Nettles","","SEDA1","2006-09-17 00:00:00","First Flush","24.29",".753","7.23","7.22",".50","110.00","60",".01","300","81.90","","","",".230","","1.420",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2      (Nitrogen,) Ammonia @ 0.191mg/L","","",".540","{2F0B9058-7309-4FCA-A175-DBEC75D2D7BE}"
"587","","Casey Nettles","","SEDA1","2006-09-17 00:00:00","Zero Time","24.14",".731","5.47","7.25",".50","60.00","81",".16","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{61128454-0712-45CB-A989-274F4D380E0A}"
"588","","Casey Nettles","","SEDA1","2006-09-17 00:00:00","Fifeteen Time","24.51",".669","5.62","7.66",".40","110.00","120",".03","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{6DA012A0-C987-4775-AC5C-69715604D2E2}"
"589","","Casey Nettles","","SEDA1","2006-09-17 00:00:00","Thirty Time","24.23",".683","5.54","7.40",".40","84.00","84",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{CD2C5105-6713-4A51-B407-0EB6A5CB4DC0}"
"590","","Casey Nettles","","SEDA1","2006-09-17 00:00:00","45 Time","24.32",".683","5.42","7.62",".40","87.00","76",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","event#2","","","","{0A6B5B89-2A89-42DB-A4E4-C24EBA27B504}"
"591","","Casey Nettles","","SEDA1","2006-09-17 00:00:00","60 Time","24.25",".646","6.37","7.55",".40","143.00","129",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{A1585D54-590B-4E4A-A82D-7C307AEFF21F}"
"592","","Casey Nettles","","SEDA1","2006-09-17 00:00:00","Composite","","","","","","","","","","112.00","","","",".340","","3.300",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2      (Nitrogen,) Ammonia @ 0.17mg/L","","",".630","{C4F0118C-F029-4B94-801E-21E0D3ED3BAE}"
"593","","Daniel Cavazos","","MLCD1","2006-09-17 00:00:00","Background","26.39",".519","4.02","8.09",".30","101.00","97",".02","120","35.10","","","",".110","","2.660",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1      (Nitrogen,) Ammona @ 0.135mg/L","","",".000","{B99CCF84-EEFE-4803-AC76-242F1FDA7475}"
"594","","Daniel Cavazos","","MLCD1","2006-09-17 00:00:00","First Flush","27.46",".505",".46","8.27",".30","104.00","122",".00","200","64.70","","","",".190","","2.890",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1      (Nitrogen,) Ammonia @ 0.132mg/L","","",".000","{A145E7A2-BABE-46B0-B02B-C61BF067D616}"
"595","","Daniel Cavazos","","MLCD1","2006-09-17 00:00:00","Zero Time","27.58",".505","5.92","8.30",".30","105.00","119",".01","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1 MLCD 00:00 Sample @2:15pm 9/17/06","","","","{33516A87-CB90-40CD-82B9-C4352C826313}"
"596","","Daniel Cavazos","","MLCD1","2006-09-17 00:00:00","Fifeteen Time","27.57",".504","6.38","8.31",".30","96.00","104",".05","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1 MLCD @ 2:30pm","","","","{26C2A28A-17E3-4A2E-95DF-BC82E1D0702B}"
"597","","Daniel Cavazos","","MLCD1","2006-09-17 00:00:00","Thirty Time","27.50",".504","5.98","8.27",".30","96.00","110",".05","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1 @ 2:45pm","","","","{90E40EFD-1608-4FB5-B679-F05C514F614C}"
"598","","Daniel Cavazos","","MLCD1","2006-09-17 00:00:00","45 Time","27.47",".503","5.93","8.32",".30","94.00","98",".04","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1 @ 3:00pm","","","","{EA94E6F0-1C52-4D9A-A284-5ECA6128AD0A}"
"599","","Daniel Cavazos","","MLCD1","2006-09-17 00:00:00","60 Time","27.48",".503","6.94","8.35",".30","95.00","101",".01","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1 @ 3:15pm","","","","{835763F5-E1CD-4912-AE01-EB7A8436FD40}"
"600","","Daniel Cavazos","","MLCD1","2006-09-17 00:00:00","Composite","","","","","","","","","","40.00","","","",".140","","2.890",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1      (Nitrogen,) Ammonia @ 0.103mg/L","","",".000","{82EF3075-7D7A-44C8-9494-E72C6721059D}"
"601","","Cesar Cavazos","","MLCD1","2006-09-21 00:00:00","Background","25.90",".379","7.18","8.00",".30","156.00","171",".00","120","14.30","","","",".000","","4.020",".000","","","","","","","","","","","","","","","","","","","","","","","","","",""," Event#2       (Nitrogen,) Ammonia @ 0mg/L","","",".000","{D5DB59C8-E2A9-4C2D-B6FD-AD7B0C90DA10}"
"602","","Daniel Cavazos","","MLCD1","2006-09-23 00:00:00","First Flush","26.02",".415","4.49","8.10",".30","194.00","205",".00","120","19.30","","","",".080","","3.820",".000","","","","","","","","","","","","","","","","","","","","","","","","","",""," Event#2      (Nitrogen,) Ammonia @ 0.102mg/L","","",".000","{D80B74D7-4912-40CC-8921-6765CC548366}"
"603","","Daniel Cavazos","","MLCD1","2006-09-23 00:00:00","Zero Time","26.39",".410","5.42","8.14",".30","194.00","201",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-06 year  Event#2    12:20pm","","","","{9E21AC7E-C4D7-41F8-888B-587C33B9A748}"
"604","","Daniel Cavazos","","MLCD1","2006-09-23 00:00:00","Fifeteen Time","26.86",".394","5.42","8.14",".30","159.00","166",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-06 year Event#2   12:35pm","","","","{A590FF96-CCE3-47A1-A1E8-2D5F1BD11327}"
"605","","Daniel Cavazos","","MLCD1","2006-09-23 00:00:00","Thirty Time","26.99",".392","5.73","8.14",".30","144.00","149",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-06 year  event#2   12:50pm","","","","{6C724DBD-B944-41EC-8D97-D2CE3F6E434A}"
"606","","Daniel Cavazos","","MLCD1","2006-09-23 00:00:00","45 Time","27.22",".392","6.23","8.10",".30","140.00","149",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-06 year  Event#2   1:05pm","","","","{A4D4F51D-6216-46E2-9196-D9C399C3D3A0}"
"607","","Daniel Cavazos","","MLCD1","2006-09-23 00:00:00","60 Time","27.25",".390","4.63","8.18",".30","131.00","140",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05-06 year  Event#2   1:20pm","","","","{43EC091B-EFA7-4A76-8D83-96076F7EFA7E}"
"608","","Daniel Cavazos","","MLCD1","2006-09-23 00:00:00","Composite","","","","","","","","","","14.30","","","",".100","","4.820",".000","","","","","","","","","","","","","","","","","","","","","","","","","",""," Event #2      (Nitrogen,) Ammonia @ 0.12mg/L","","",".080","{EA68FB7B-F886-46B2-A60D-24123610E9C3}"
"609","","Cesar Cavazos","","JPLD1","2006-10-15 00:00:00","Background","19.70",".426","5.91","7.60",".30","30.00","42",".02","180","16.40","","","",".240","","1.220",".000","","","","","","","","","","","","","","","","","","","","","","","","","",""," Event#1      (nitrogen,) Ammonia @ 0.315mg/L","","",".000","{B52F8BDB-8F00-4637-8F34-B95D21E81739}"
"610","","Cesar Cavazos","","JPLD1","2006-10-15 00:00:00","First Flush","19.87",".430","5.41","7.50",".30","73.00","81",".01","200","10.20","","","",".470","","2.920",".000","","","","","","","","","","","","","","","","","","","","","","","","","",""," Event#1      (nitrogen,) Ammonia @ 0.178","","",".000","{C8B2D216-6331-4501-86A2-4B9C890615E6}"
"611","","Cesar Cavazos","","JPLD1","2006-10-15 00:00:00","Zero Time","19.88",".431","5.20","7.70",".30","81.00","85",".01","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","W.W. 06-07' Year,  Event#1","","","","{5E396C01-C432-4183-A097-37D4965516D7}"
"612","","Cesar Cavazos","","JPLD1","2006-10-15 00:00:00","Fifeteen Time","19.87",".432","5.22","7.70",".30","90.00","92",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","W.W. 06-07' Year,  Event#1","","","","{9202C690-5C8D-4B86-BD62-E0D760AABBF6}"
"613","","Cesar Cavazos","","JPLD1","2006-10-15 00:00:00","Thirty Time","19.84",".430","5.32","7.70",".40","94.00","93",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","W.W. 06-07' Year,  Event#1","","","","{8F4E1610-57D8-46A7-BD42-EE5F9743BECD}"
"614","","Cesar Cavazos","","JPLD1","2006-10-15 00:00:00","45 Time","19.86",".435","5.22","7.80",".40","101.00","93",".00","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06'-07' Year  Event#1","","","","{04E68299-4504-4955-A08B-E14DE6D77170}"
"615","","Cesar Cavazos","","JPLD1","2006-10-15 00:00:00","60 Time","19.87",".433","5.27","7.80",".40","112.00","110",".00","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06'-07' Year  Event#1","","","","{53920041-C828-4054-A526-55EC9B73AC34}"
"616","","Cesar Cavazos","","JPLD1","2006-10-15 00:00:00","Composite","","","","","","","","","","75.70","","","",".420","","7.440",".000","","","","","","","","","","","","","","","","","","","","","","","","","",""," Event#1      (nitrogen,) Ammonia @ 0.249","","",".000","{A611D009-3A21-46CA-A374-8C4924B2C6C6}"
"617","","Cesar Cavazos","","JPLD1","2006-10-25 00:00:00","Background","17.61",".429","7.35","7.31",".30","33.00","37",".00","120","19.30","","","",".050","","1.220",".000","","","","","","","","","","","","","","","","","","","","","","","","","",""," Event# 2      (nirogen,) Ammonia @ 0.158mg/L","","",".000","{7D0ACE44-BD38-481E-BA8F-CEE18F069531}"
"618","","Cesar Cavazos","","JPLD1","2006-10-25 00:00:00","First Flush","17.48",".433","6.38","6.24",".30","87.00","90",".00","180","16.80","","","",".080","","4.160",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2      (nitrogen,) Ammonia @ 0.323mg/L","","",".000","{AA8F46C2-DE0E-4A27-B9ED-44B18FF9A483}"
"619","","Cesar Cavazos","","JPLD1","2006-10-25 00:00:00","Zero Time","17.47",".434","6.36","6.19",".30","81.00","93",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06'-07' Year  Event#2","","","","{8412B113-2B44-4DBD-8492-38A92973CFB8}"
"620","","Cesar Cavazos","","JPLD1","2006-10-25 00:00:00","Fifeteen Time","17.49",".433","6.34","6.09",".30","81.00","95",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06'-07' Year  Event#2","","","","{446659E9-F45B-421E-8D8C-C98C06612544}"
"621","","Cesar Cavazos","","JPLD1","2006-10-25 00:00:00","Thirty Time","17.48",".435","6.35","6.01",".30","84.00","98",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06'-07' Year  Event#2","","","","{84C117B2-4C1A-4D40-8B13-7929FAF1E694}"
"622","","Cesar Cavazos","","JPLD1","2006-10-25 00:00:00","45 Time","17.47",".432","6.31","6.58",".30","83.00","96",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06'-07' Year  Event#2","","","","{42C461B1-6607-4320-B4EE-C07D82B4DAAE}"
"623","","Cesar Cavazos","","JPLD1","2006-10-25 00:00:00","60 Time","17.48",".431","6.37","6.79",".30","80.00","94",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","06'-07' Year  Event#2","","","","{6C5A2096-4DC7-49AA-8FAD-F0B1D99826FF}"
