"SAMPLING_EVENTS_ID","CUSTODY_NUMBER","SWM_SITE_ID","SWM_SITE_NUMBER","SITE_ADDITIONAL_DESCRIPTION","PROGRAM_CATEGORY","SAMPLE_TYPE","MATRIX_TYPE","SWM_WATERSHED","HUC_12_WATERSHED","HUC_12_WATERSHED_NAME","LOCATION_DESCRIPTION","COLLECT_DATE","COLLECT_TIME","SAMPLER_NAME","DATE_ANALYZED","LATITUDE","LONGITUDE","COMMENTS","APPROVED_BY","DATE_LAB_DATA_RECVD","RECORD_CREATED","APPROVED_DATE","NUMBER_OF_CONTAINERS","TURN_AROUND_TIME","SAMPLES_FOR_LAB","MODIFIED_BY","HUC_12_SUBNAME","EVENT_COMMENT","DUPLICATE","HABITAT_SCORE","HABITAT_FLAG","LABORATORY","STREAM_LOCATION","GBA_SN_ID","FLOW_SEVERITY","DAYS_SINCE_LAST_RAINFALL","INSTANTANEOUS_FLOW","OUTFALL_NUM","ROWID"
"2507","20130801-JH-3","whc-c","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","8600 royal ln","2013-08-01 00:00:00","2013-08-01 11:18:00","jennifer.harvey","2013-08-01 00:00:00","","","","","","2013-08-01 00:00:00","","3","Normal","True","","White Rock Creek-White Rock Lake","","","","","XENCO","","","","","","","{ABB74CB1-DBF4-4BB2-B8C0-6DF655400484}"
"2508","20130801-JH-4","jac-a","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","6910 Skillman","2013-08-01 00:00:00","2013-08-01 12:40:00","jennifer.harvey","2013-08-01 00:00:00","","","","","","2013-08-01 00:00:00","","3","Normal","True","","White Rock Creek-White Rock Lake","","","","","XENCO","","","","","","","{4AA3A85A-2ABE-49CE-B085-7DC574833DD7}"
"2521","20130129-SM-1 E1","FMC-100","","","RegionalWetWeather","Grab","Water","","120301050108","Five Mile Creek-Trinity River","3200 Linfield Rd","2013-01-29 00:00:00","2013-01-29 18:04:00","samuel.mosazghi","2013-01-30 00:00:00","","","","","","2013-08-06 00:00:00","","1","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{20948539-9DCD-48B2-834D-3FCA69CABF04}"
"2522","20130129-SM-2 E1","FMC-100","","","RegionalWetWeather","Composite","Water","","120301050108","Five Mile Creek-Trinity River","3200 Linfield Rd","2013-01-29 00:00:00","2013-01-29 18:14:00","samuel.mosazghi","2013-01-30 00:00:00","","","","","","2013-08-06 00:00:00","","7","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{8EDF8A0A-A129-4512-985D-72F5C1AD25C4}"
"2523","20130129-SM-3 E1","FMC-200","","","RegionalWetWeather","Grab","Water","","120301050108","Five Mile Creek-Trinity River","4400 Vandervoort","2013-01-29 00:00:00","2013-01-29 18:30:00","samuel.mosazghi","2013-01-30 00:00:00","","","","","","2013-08-06 00:00:00","","1","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{8C42CE2F-EEB1-460B-BA76-795023E96C4B}"
"2524","20130129-SM-4 E1","FMC-200","","","RegionalWetWeather","Composite","Water","","120301050108","Five Mile Creek-Trinity River","4400 Vandervoort","2013-01-29 00:00:00","2013-01-29 18:45:00","samuel.mosazghi","2013-01-30 00:00:00","","","","","","2013-08-06 00:00:00","","7","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{E39E4190-A0B7-46FA-AD13-4309300DC3D8}"
"2525","20130129-SM-5 E1","FMC-300","","","RegionalWetWeather","Grab","Water","","120301050108","Five Mile Creek-Trinity River","8000 Carbondale Street","2013-01-29 00:00:00","2013-01-29 20:10:00","samuel.mosazghi","2013-01-30 00:00:00","","","","","","2013-08-06 00:00:00","","1","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{F3812CA9-C0D9-4782-9F79-F775712763FA}"
"2526","20130129-SM-6 E1","FMC-300","","","RegionalWetWeather","Composite","Water","","120301050101","Headwaters Turtle Creek","2240 Irving Blvd","2013-01-29 00:00:00","2013-01-29 20:26:00","samuel.mosazghi","2013-01-30 00:00:00","","","","","","2013-08-06 00:00:00","","7","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","XENCO","","","","","","","{3F4482F8-3560-4FED-9995-BA980EC7E4B4}"
"2527","20130410-SM-1 E2","FMC-100","","","RegionalWetWeather","Grab","Water","","120301050108","Five Mile Creek-Trinity River","3200 Linfield Rd","2013-04-10 00:00:00","2013-04-10 14:22:00","samuel.mosazghi","2013-04-10 00:00:00","","","","","","2013-08-06 00:00:00","","2","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{12A82933-D370-456E-9C19-5143544F55AA}"
"2528","20130410-SM-2 E2","FMC-100","","","RegionalWetWeather","Composite","Water","","120301050108","Five Mile Creek-Trinity River","3200 Linfield Rd","2013-04-10 00:00:00","2013-04-10 14:28:00","samuel.mosazghi","2013-04-10 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{BB62AACD-7DA4-4A32-8671-3787AD796FF8}"
"2529","20130410-SM-3 E2","FMC-200","","","RegionalWetWeather","Grab","Water","","120301050108","Five Mile Creek-Trinity River","4400 Vandervoort","2013-04-10 00:00:00","2013-04-10 13:59:00","samuel.mosazghi","2013-04-10 00:00:00","","","","","","2013-08-06 00:00:00","","2","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{07C6E576-1F86-40F1-8013-D6A4731019C2}"
"2530","20130410-SM-4 E2","FMC-200","","","RegionalWetWeather","Composite","Water","","120301050108","Five Mile Creek-Trinity River","4400 Vandervoort","2013-04-10 00:00:00","2013-04-10 14:06:00","samuel.mosazghi","2013-04-10 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{090B2B58-89B7-475D-A027-80AC03C4CB92}"
"2531","20130410-SM-5 E2","FMC-300","","","RegionalWetWeather","Grab","Water","","120301050108","Five Mile Creek-Trinity River","8000 Carbondale Street","2013-04-10 00:00:00","2013-04-10 13:30:00","samuel.mosazghi","2013-04-10 00:00:00","","","","","","2013-08-06 00:00:00","","2","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{00058016-D50F-4F20-9129-90CDDE6A107B}"
"2532","20130410-SM-6 E2","FMC-300","","","RegionalWetWeather","Composite","Water","","120301050108","Five Mile Creek-Trinity River","8000 Carbondale Street","2013-04-10 00:00:00","2013-04-10 13:30:00","samuel.mosazghi","2013-04-10 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{8E882619-E6EE-41ED-A021-77E490172BF6}"
"2533","20120124-SM-1 E1","TCTR-100","","","RegionalWetWeather","Grab","Water","","120301050102","Turtle Creek-Trinity River","3805 Pipestone","2012-01-24 00:00:00","2012-01-24 18:15:00","samuel.mosazghi","2012-02-01 00:00:00","","","","","","2013-08-06 00:00:00","","2","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{68C14621-4728-47F1-9713-2E742D9A5DF1}"
"2534","20120124-SM-2 E1","TCTR-100","","","RegionalWetWeather","Composite","Water","","120301050102","Turtle Creek-Trinity River","3805 Pipestone","2012-01-24 00:00:00","2012-01-24 18:25:00","samuel.mosazghi","2012-01-24 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{27695395-EF21-4A05-A0B3-6B3B24FBA31A}"
"2535","20130124-SM-1 E1","TCTR-200","","","RegionalWetWeather","Grab","Water","","120301050102","Turtle Creek-Trinity River","3951 La Reunion Pkwy","2012-01-24 00:00:00","2012-01-24 18:45:00","samuel.mosazghi","2012-01-24 00:00:00","","","","","","2013-08-06 00:00:00","","2","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{103F404D-8F8D-4EFE-8E1E-F5E52936E7CB}"
"2536","20120124-SM-3 E1","TCTR-200","","","RegionalWetWeather","Composite","Water","","120301050102","Turtle Creek-Trinity River","3951 La Reunion Pkwy","2012-01-24 00:00:00","2012-01-24 18:55:00","samuel.mosazghi","2012-01-24 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{6FDE8FF0-6D6D-4E63-B8E3-0F7899ACFACD}"
"2537","20120124-SM-4 E1","TCTR-300","","","RegionalWetWeather","Grab","Water","","120301050102","Turtle Creek-Trinity River","4300 Singleton Blvd","2012-01-24 00:00:00","2012-01-24 19:10:00","samuel.mosazghi","2012-01-24 00:00:00","","","","","","2013-08-06 00:00:00","","2","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{3369C186-D0A3-4699-938D-6A022F84D270}"
"2538","20120124-SM-5 E1","TCTR-300","","","RegionalWetWeather","Composite","Water","","120301050102","Turtle Creek-Trinity River","4300 Singleton Blvd","2012-01-24 00:00:00","2012-01-24 19:20:00","samuel.mosazghi","2012-01-24 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{4913D410-4BCC-4FF0-9F50-165EFED1C956}"
"2539","20120415-SM-1 E2","TCTR-100","","","RegionalWetWeather","Grab","Water","","120301050102","Turtle Creek-Trinity River","3805 Pipestone","2012-04-15 00:00:00","2012-04-15 21:05:00","samuel.mosazghi","2012-04-15 00:00:00","","","","","","2013-08-06 00:00:00","","2","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{1756A737-E78C-42B6-BB57-79C0D0B45AE5}"
"2540","20120415-SM-1 E2_dup","TCTR-100","","","RegionalWetWeather","Grab","Water","","120301050102","Turtle Creek-Trinity River","3805 Pipestone","2012-04-15 00:00:00","2012-04-15 09:10:00","samuel.mosazghi","2012-04-15 00:00:00","","","","","","2013-08-06 00:00:00","","2","Normal","True","","Turtle Creek-Trinity River - CDRCK","","True","","","TTI","","","","","","","{A46F994E-B071-481E-A385-DAD86A2D6A42}"
"2541","20120415-SM-2 E2","TCTR-100","","","RegionalWetWeather","Composite","Water","","120301050102","Turtle Creek-Trinity River","3805 Pipestone","2012-04-15 00:00:00","2012-04-15 09:15:00","samuel.mosazghi","2012-04-15 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{BDF05512-98BC-466F-AAC3-92B6CE0269F7}"
"2542","20120415-SM-3 E2","TCTR-200","","","RegionalWetWeather","Grab","Water","","120301050102","Turtle Creek-Trinity River","3951 La Reunion Pkwy","2012-04-15 00:00:00","2012-04-15 11:15:00","samuel.mosazghi","2012-04-15 00:00:00","","","","","","2013-08-06 00:00:00","","2","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{1F83AA8A-76A7-4C72-AFBB-1DADBBD628A9}"
"2543","20120415-SM-4 E2","TCTR-200","","","RegionalWetWeather","Composite","Water","","120301050101","Headwaters Turtle Creek","1201 Turtle Creek","2012-04-15 00:00:00","2012-04-15 11:20:00","samuel.mosazghi","2012-04-15 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{E6FB4A12-83BB-4C92-A4A3-EAD678922E03}"
"2544","20120415-SM-5 E2","TCTR-300","","","RegionalWetWeather","Grab","Water","","120301050102","Turtle Creek-Trinity River","4300 Singleton Blvd","2012-04-15 00:00:00","2012-04-15 11:40:00","samuel.mosazghi","2012-04-15 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{E9A9F0DD-B881-462C-9A8D-600630E09DCD}"
"2545","20120415-SM-6 E2","TCTR-300","","","RegionalWetWeather","Composite","Water","","120301050102","Turtle Creek-Trinity River","4300 Singleton Blvd","2012-04-15 00:00:00","2012-04-15 11:48:00","samuel.mosazghi","2012-04-15 00:00:00","","","","","","2013-08-06 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{1FA05167-39D2-400A-9BC6-BCF73F082F55}"
"2546","20130805-JH-1","LBAC-1","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","9400 Harry Hines Blvd","2013-08-05 00:00:00","2013-08-05 09:00:00","jennifer.harvey","2013-08-05 00:00:00","","","","","","2013-08-06 00:00:00","","3","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","XENCO","","","","","","","{FDCFD3C6-D955-4E04-A6E0-7383354C58D8}"
"2547","20130805-JH-2","TRO-C","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","1600 Viceroy","2013-08-05 00:00:00","2013-08-05 09:25:00","jennifer.harvey","2013-08-05 00:00:00","","","","","","2013-08-06 00:00:00","","3","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","XENCO","","","","","","","{1E528AAE-71A7-46FB-AF53-1FCD9E4ED701}"
"2548","20130805-JH-3","tur-c","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","3858 Turtle Creek  DR","2013-08-05 00:00:00","2013-08-05 10:15:00","jennifer.harvey","2013-08-05 00:00:00","","","","","","2013-08-06 00:00:00","","3","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","XENCO","","","","","","","{A192853D-6909-48E2-AB4B-AD0CA0D90204}"
"2549","20130805-JH-4","bab-c","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","9301 Sunnybrook Ln","2013-08-05 00:00:00","2013-08-05 11:15:00","jennifer.harvey","2013-08-05 00:00:00","","","","","","2013-08-06 00:00:00","","3","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","XENCO","","","","","","","{5DEA0037-AC2C-4383-9264-19F8DAC80970}"
"2550","20130806-JH-1","spc-a","","","Bioassessment","Grab","Water","","120301060407","Pittman Creek-Spring Creek","41000 190 frwy","2013-08-06 00:00:00","2013-08-06 09:20:00","jennifer.harvey","2013-08-06 00:00:00","","","","","","2013-08-06 00:00:00","","3","Normal","True","jennifer.harvey","Pittman Creek-Spring Creek","","","","","XENCO","","","","","","","{0E82C77D-AD50-4B2D-8595-446D5E86A035}"
"2551","20130806-JH-2","mcc-a","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","3605 w lawther rd","2013-08-06 00:00:00","2013-08-06 10:20:00","jennifer.harvey","2013-08-06 00:00:00","","","","","","2013-08-06 00:00:00","","3","Normal","True","jennifer.harvey","White Rock Creek-White Rock Lake","","","","","XENCO","","","","","","","{6264684F-6994-4038-9499-EAAE79263B3F}"
"2552","20130806-JH-2_dup","mcc-a","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","3605 w lawther rd","2013-08-06 00:00:00","2013-08-06 10:20:00","jennifer.harvey","2013-08-06 00:00:00","","","","","","2013-08-06 00:00:00","","3","Normal","True","jennifer.harvey","White Rock Creek-White Rock Lake","","True","","","XENCO","","","","","","","{D0C951B8-D92F-4E38-BA17-27CD88E17772}"
"2553","20120720-SM-1 E3","TCTR-100","","","RegionalWetWeather","Grab","Water","","120301050102","Turtle Creek-Trinity River","3805 Pipestone","2012-07-20 00:00:00","2012-07-20 20:00:00","samuel.mosazghi","2012-07-20 00:00:00","","","","","","2013-08-07 00:00:00","","2","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{5D10D2C6-D9B3-43E6-B832-719494559876}"
"2554","20120720-SM-2 E3","TCTR-100","","","RegionalWetWeather","Composite","Water","","120301050102","Turtle Creek-Trinity River","3805 Pipestone","2012-07-20 00:00:00","2012-07-20 20:15:00","samuel.mosazghi","2012-07-20 00:00:00","","","","","","2013-08-07 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{99866A5D-815A-4B09-94AB-D5431703D535}"
"2555","20120720-SM-3 E3","TCTR-200","","","RegionalWetWeather","Grab","Water","","120301050102","Turtle Creek-Trinity River","3951 La Reunion Pkwy","2012-07-20 00:00:00","2012-07-20 20:28:00","samuel.mosazghi","2012-07-20 00:00:00","","","","","","2013-08-07 00:00:00","","2","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{A187D660-56A5-428B-AD76-551EC7C084C2}"
"2556","20120720-SM-4 E3","TCTR-200","","","RegionalWetWeather","Composite","Water","","120301050101","Headwaters Turtle Creek","1201 Turtle Creek","2012-07-20 00:00:00","2012-07-20 20:35:00","samuel.mosazghi","2012-07-20 00:00:00","","","","","","2013-08-07 00:00:00","","6","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{8ACB39BA-71C7-44D4-946D-317A7F41976F}"
"2557","20130720-SM-1 E3","FMC-300","","","RegionalWetWeather","Grab","Water","","120301050108","Five Mile Creek-Trinity River","8000 Carbondale Street","2013-07-20 00:00:00","2013-07-20 21:15:00","samuel.mosazghi","2013-07-20 00:00:00","","","","","","2013-08-07 00:00:00","","2","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","TTI","","","","","","","{AA6FBAFE-881D-4259-8FA8-B2766AEABE45}"
"2558","20120720-SM-5 E3","TCTR-300","","","RegionalWetWeather","Composite","Water","","120301050102","Turtle Creek-Trinity River","4300 Singleton Blvd","2012-07-20 00:00:00","2012-07-20 21:30:00","samuel.mosazghi","2012-07-20 00:00:00","","","","","","2013-08-07 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{A9771DEA-3256-44C4-BFE6-D50CEA766F38}"
"2559","20130807-JH-1","ric-b","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","530 e camp wisdom rd","2013-08-07 00:00:00","2013-08-07 09:45:00","jennifer.harvey","2013-08-07 00:00:00","","","","","","2013-08-07 00:00:00","","3","Normal","True","jennifer.harvey","Headwaters  Fivemile Creek","","","","","XENCO","","","","","","","{9E68EEF1-3FEC-4B32-BD0B-C21D30D19075}"
"2560","20130807-JH-1_dup","ric-b","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","530 e camp wisdom rd","2013-08-07 00:00:00","2013-08-07 09:45:00","jennifer.harvey","2013-08-07 00:00:00","","","","","","2013-08-07 00:00:00","","3","Normal","True","jennifer.harvey","Headwaters  Fivemile Creek","","True","","","XENCO","","","","","","","{CEFC0FD0-CC52-420F-9CFB-336F5F64AE69}"
"2561","20130807-JH-2","fiv-c","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","5300 S lancaster rd","2013-08-07 00:00:00","2013-08-07 11:35:00","jennifer.harvey","2013-08-07 00:00:00","","","","","","2013-08-07 00:00:00","","3","Normal","True","jennifer.harvey","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{239524BD-82D6-404C-8416-3A826DEE0609}"
"2562","20130807-JH-3","SDAL-1","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","3700 Overton","2013-08-07 00:00:00","2013-08-07 12:05:00","jennifer.harvey","2013-08-07 00:00:00","","","","","","2013-08-07 00:00:00","","3","Normal","True","jennifer.harvey","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{33F445BD-353D-4759-B768-6AFEB7A28E32}"
"2581","20130808-CM-1","art-a","","","Bioassessment","Grab","Water","","120301020606","Fish Creek-Mountain Creek Lake","4200 mountain creek pkw","2013-08-08 00:00:00","2013-08-08 08:45:00","christopher.morris","2013-08-08 00:00:00","","","","","","2013-08-08 00:00:00","","3","Normal","True","jennifer.harvey","Fish Creek-Mountain Creek Lake","","","","","XENCO","","","","","","","{BB3C2A9D-17B6-4EE6-835C-492D535CF3A7}"
"2582","20130808-CM-2","moc-b","","","Bioassessment","Grab","Water","","120301020606","Fish Creek-Mountain Creek Lake","8900 Camp Wisdom Rd","2013-08-08 00:00:00","2013-08-08 09:11:00","christopher.morris","2013-08-08 00:00:00","","","","","","2013-08-08 00:00:00","","3","Normal","True","jennifer.harvey","Fish Creek-Mountain Creek Lake","","","","","XENCO","","","","","","","{BF209D27-7651-40B2-BB14-C30A47B45877}"
"2583","20130808-CM-2_dup","moc-b","","","Bioassessment","Grab","Water","","120301020606","Fish Creek-Mountain Creek Lake","8900 Camp Wisdom Rd","2013-08-08 00:00:00","2013-08-08 09:11:00","christopher.morris","2013-08-08 00:00:00","","","","","","2013-08-08 00:00:00","","3","Normal","True","jennifer.harvey","Fish Creek-Mountain Creek Lake","","True","","","XENCO","","","","","","","{BF7839EC-0D50-40B6-975D-11755ABE3569}"
